,sensor_time,magx,magy,magz
71,13581.0,-4.48532,4.5873800000000005,-4.58752
72,13682.0,-1.9024599999999998,4.5873800000000005,-4.58752
73,13783.0,4.5873800000000005,-4.5871,-4.58752
74,13885.0,4.5873800000000005,-4.5871,-4.58752
75,13986.0,4.5873800000000005,-4.5871,-4.58752
76,14088.0,4.5873800000000005,4.5873800000000005,-4.58752
77,14189.0,-4.5871,4.5873800000000005,-4.58752
78,14291.0,-4.5871,-4.5871,-4.58752
79,14392.0,-4.5871,-4.5871,-4.58752
80,14494.0,4.5873800000000005,-4.5871,-4.58752
81,14595.0,-4.5871,-4.5871,-4.58752
82,14696.0,-0.7400399999999999,-1.77912,-4.58752
83,14798.0,0.06846000000000001,-0.92064,-3.43896
84,14899.0,0.17402,-0.6753600000000001,-2.4053400000000003
85,15001.0,0.17122,-0.6265,-2.1278599999999996
86,15102.0,0.1428,-0.73122,-2.43096
87,15204.0,0.03808,-1.4483,-4.02822
88,15305.0,-0.02828,-4.5871,-4.58752
89,15407.0,-0.21714,-4.5871,-4.58752
90,15508.0,-0.49266000000000004,-4.5871,-4.58752
91,15610.0,-0.41468,-4.5871,-4.58752
92,15711.0,0.5677,-4.5871,-4.58752
93,15812.0,1.61966,-4.5871,-4.58752
94,15914.0,4.5873800000000005,-4.5871,-4.58752
95,16015.0,4.5873800000000005,-4.5871,-4.58752
96,16117.0,4.5873800000000005,-4.5871,-4.58752
97,16218.0,0.7739199999999999,-2.8959,-4.58752
98,16320.0,0.36414,-0.7197399999999999,-1.8890200000000001
99,16421.0,0.30128,-0.47081999999999996,-1.34554
100,16523.0,0.28854,-0.42728,-1.0325
101,16624.0,0.28252,-0.40865999999999997,-0.9919
102,16725.0,0.28686,-0.41006000000000004,-0.9980600000000001
103,16827.0,0.28531999999999996,-0.43651999999999996,-1.05714
104,16928.0,0.26404,-0.5675600000000001,-1.4049
105,17030.0,0.15764,-1.0950799999999998,-2.88974
106,17131.0,0.1624,-1.47756,-4.58752
107,17233.0,0.8246,-1.38754,-4.58752
108,17334.0,0.60774,-1.0059,-4.58752
109,17436.0,0.11535999999999999,-0.4914,-4.37444
110,17537.0,0.16366,-0.08847999999999999,-2.47268
111,17639.0,0.2499,-0.1645,-1.2293399999999999
112,17740.0,0.31528,-0.29581999999999997,-0.6876800000000001
113,17841.0,0.30184,-0.35448,-0.70112
114,17943.0,0.3024,-0.37268,-0.70896
115,18044.0,0.30491999999999997,-0.39311999999999997,-0.68586
116,18146.0,0.3115,-0.38276,-0.61754
117,18247.0,0.32871999999999996,-0.32676,-0.55076
118,18349.0,0.3073,-0.21461999999999998,-0.39634
119,18450.0,0.30954,-0.10528,-0.38682
120,18552.0,0.26796,0.0532,-0.59542
121,18653.0,0.30898000000000003,-0.30618,-1.71402
122,18754.0,0.38108000000000003,-0.50008,-2.09174
123,18856.0,0.57372,-1.10376,-1.9898200000000001
124,18957.0,0.49713999999999997,-1.52194,-0.9725799999999999
125,19059.0,0.41916000000000003,-1.5885799999999999,-0.7175
126,19160.0,0.13692000000000001,-1.47644,-0.17262
127,19262.0,0.4669,-1.56128,-0.1827
128,19363.0,0.43988,-1.94754,-0.13818
129,19465.0,-0.0238,-2.73588,-1.76988
130,19566.0,0.43666000000000005,-2.99376,-4.067419999999999
131,19667.0,1.42744,-2.28578,-3.97614
132,19769.0,2.06374,-1.7897599999999998,-3.3840800000000004
133,19870.0,2.53484,-1.83064,-2.53582
134,19972.0,2.38742,-2.07032,-1.61294
135,20073.0,2.24322,-0.0308,0.059079999999999994
136,20175.0,1.72228,0.0609,-0.16912
137,20276.0,1.58914,-0.32088,-0.9200799999999999
138,20378.0,1.28436,0.14294,-0.32886
139,20479.0,0.51478,0.21266,-0.64764
140,20580.0,0.41496000000000005,0.0896,-0.70686
141,20682.0,0.4592,0.46871999999999997,-0.3059
142,20783.0,0.5628,1.30354,0.4788
143,20885.0,0.4298,1.97344,2.27332
144,20986.0,0.38794,0.09422,3.9221
145,21088.0,0.24836,-1.1758600000000001,2.5194400000000003
146,21189.0,-0.21154,-0.87136,1.82308
147,21291.0,-0.16996,-1.3689200000000001,1.07674
148,21392.0,0.37576,-1.53132,-0.04116
149,21494.0,0.6231399999999999,-1.22766,-0.34664
150,21595.0,0.68852,-0.83034,-0.3682
151,21696.0,0.64918,-0.58618,-0.40614
152,21798.0,0.8463,-0.4382,-0.3339
153,21899.0,1.36556,0.26586,-0.0056
154,22001.0,1.0771600000000001,2.46008,1.05798
155,22102.0,-3.752,4.5873800000000005,4.5869599999999995
156,22204.0,-4.5871,-3.86554,4.5869599999999995
157,22305.0,-1.43864,-4.5871,-0.54628
158,22407.0,0.4557,-2.93188,-0.67928
159,22508.0,0.92694,-1.9685400000000002,0.08176
160,22609.0,1.3491799999999998,-1.47476,0.33138
161,22711.0,3.25122,-0.8972600000000001,1.08192
162,22812.0,4.51766,1.8858,2.42788
163,22914.0,3.3728800000000003,4.5873800000000005,4.5869599999999995
164,23015.0,-1.12952,4.5873800000000005,4.5869599999999995
165,23117.0,-4.5871,3.95724,4.5869599999999995
166,23218.0,-4.5871,-4.5871,4.5869599999999995
167,23320.0,-0.00742,-4.5871,4.5869599999999995
168,23421.0,1.7294200000000002,-3.8514,2.2225
169,23522.0,2.1869400000000003,-2.3191,1.55064
170,23624.0,2.60316,-1.08724,1.5932
171,23725.0,4.47958,0.81648,3.27166
172,23827.0,4.5873800000000005,4.5873800000000005,4.5869599999999995
173,23928.0,-2.60316,4.5873800000000005,4.5869599999999995
174,24030.0,-4.5871,-4.5871,4.5869599999999995
175,24131.0,3.8246599999999997,-4.5871,4.5869599999999995
176,24233.0,3.04668,-4.5871,3.61228
177,24334.0,1.7844400000000002,-4.5871,4.52396
178,24436.0,1.26994,-2.15768,2.5305
179,24537.0,0.8933399999999999,-1.36304,1.9104400000000001
180,24638.0,0.3059,-0.9046799999999999,2.149
181,24740.0,-0.05754,-0.9118200000000001,2.08488
182,24841.0,0.18717999999999999,-0.79282,1.5652
183,24943.0,0.5187,-0.69328,1.13694
184,25044.0,0.72828,-0.49882,0.70602
185,25146.0,0.84098,-0.05292,0.10066
186,25247.0,0.76412,0.0574,-0.13076
187,25349.0,0.67494,0.042980000000000004,-0.07504
188,25450.0,0.5992,0.01624,-0.0028
189,25551.0,0.5744199999999999,-0.00182,0.042839999999999996
190,25653.0,0.57568,-0.03094,0.04144
191,25754.0,0.64736,-0.09884,-0.00406
192,25856.0,0.59864,-0.06523999999999999,0.0441
193,25957.0,0.41468,-0.0392,0.3773
194,26059.0,0.02016,-0.15106,0.29778000000000004
195,26160.0,-0.3668,-0.26124,-0.03318
196,26262.0,-0.57498,-0.33698,-0.9394
197,26363.0,0.36848000000000003,-0.20622,-1.06764
198,26464.0,0.8423799999999999,-0.04956,-0.54418
199,26566.0,0.7644,0.11452000000000001,-0.12418
200,26667.0,0.6480600000000001,0.09072000000000001,0.27216
201,26769.0,0.61936,-0.35531999999999997,0.46102
202,26870.0,0.79338,-0.9345,0.35014
203,26972.0,1.10026,-1.07366,-0.39816
204,27073.0,1.0504200000000001,-0.45626000000000005,-0.3185
205,27175.0,1.27568,-0.61026,0.4067
206,27276.0,0.89894,-3.06684,3.2753
207,27377.0,-3.9165,-0.7508199999999999,4.5869599999999995
208,27479.0,-4.5871,4.5873800000000005,3.57504
209,27580.0,-4.5871,4.5873800000000005,-2.95666
210,27682.0,-4.5871,4.5873800000000005,-4.58752
211,27783.0,-0.48888000000000004,4.5873800000000005,-4.58752
212,27885.0,-1.07044,4.5873800000000005,-4.28078
213,27986.0,0.89474,2.2883,1.4287
214,28088.0,0.54908,0.31248000000000004,-0.5061
215,28189.0,0.37198000000000003,0.13468,-0.16898
216,28291.0,0.33348,-0.18606,0.0875
217,28392.0,0.33516,-0.25354,-0.02688
218,28493.0,0.33502,-0.26348,-0.0616
219,28595.0,0.3395,-0.28924,-0.05432000000000001
220,28696.0,0.34314,-0.28924,-0.03178
221,28798.0,0.34986,-0.28196,0.1309
222,28899.0,-0.11844,0.10234,0.37576
223,29001.0,-0.3927,-0.36386,-0.37282
224,29102.0,-0.04508,-0.76846,-0.16688
225,29204.0,0.38444,-1.10558,0.36526
226,29305.0,0.70504,-1.59754,0.60396
227,29406.0,1.2882799999999999,-2.0409200000000003,0.4963
228,29508.0,1.8771200000000001,-3.4155800000000003,0.2331
229,29609.0,2.3256799999999997,-4.5871,-2.0979
230,29711.0,1.19476,-4.5871,-1.68448
231,29812.0,0.46536000000000005,-2.9283799999999998,0.97706
232,29914.0,0.4802,-1.9829599999999998,1.52362
233,30015.0,1.8571,-4.58626,2.8082599999999998
234,30117.0,4.48658,-4.5871,4.547619999999999
235,30218.0,4.5873800000000005,-4.5871,-4.58752
236,30319.0,-0.43861999999999995,-3.4773199999999997,-4.58752
237,30421.0,-1.18664,-3.584,-4.58752
238,30522.0,0.45402,4.5873800000000005,-4.58752
239,30624.0,-4.5871,-2.1089599999999997,-4.58752
240,30725.0,2.00718,-2.96254,-4.58752
241,30827.0,-0.77294,-1.6780400000000002,-4.58752
242,30928.0,4.5873800000000005,-4.5871,-4.58752
243,31030.0,-1.18888,-4.5871,4.56834
244,31131.0,0.0014,1.2979399999999999,0.75054
245,31233.0,-1.4763,2.75408,3.71826
246,31334.0,4.5873800000000005,-4.086040000000001,-4.58752
247,31435.0,-0.8383200000000001,1.51186,-3.16498
248,31537.0,-1.89868,-0.56518,-1.7690400000000002
249,31638.0,-3.17772,-3.6542800000000004,0.61124
250,31740.0,-0.44156000000000006,-4.5871,4.5869599999999995
251,31841.0,1.3909,0.8435,-4.58752
252,31943.0,0.09967999999999999,-0.44043999999999994,-2.39988
253,32044.0,0.0308,-0.63126,-1.26546
254,32146.0,0.036680000000000004,-0.76146,-1.09704
255,32247.0,-0.41622,-1.26112,-0.80052
256,32348.0,-0.31374,-1.28576,0.00966
257,32450.0,0.34328000000000003,-0.81214,0.69468
258,32551.0,0.76776,0.203,0.31976
259,32653.0,0.7149800000000001,0.8176,-0.7462
260,32754.0,0.67256,0.82488,-0.73332
261,32856.0,0.67424,0.8304799999999999,-0.7357
262,32957.0,0.66738,0.8274,-0.742
263,33059.0,0.66766,0.826,-0.7406
264,33160.0,0.67396,0.8288,-0.73668
265,33262.0,0.67298,0.8292200000000001,-0.72856
266,33363.0,0.67606,0.83454,-0.7309399999999999
267,33464.0,0.67074,0.8323,-0.7378
268,33566.0,0.67382,0.83006,-0.73388
269,33667.0,0.66542,0.82768,-0.73346
270,33769.0,0.67018,0.8286600000000001,-0.73934
271,33870.0,0.6736800000000001,0.8268399999999999,-0.74312
272,33972.0,0.67214,0.8314600000000001,-0.7330399999999999
